epoch,loss,accuracy,tp_0,fp_0,fn_0,tn_0,tp_1,fp_1,fn_1,tn_1,val_loss,val_accuracy,val_tp_0,val_fp_0,val_fn_0,val_tn_0,val_tp_1,val_fp_1,val_fn_1,val_tn_1,timestamp,epoch_time_sec,max_mem_mb
59,0.10522642724949689,0.9649830699774267,22146,916,325,12051,12051,325,916,22146,0.11335250915326027,0.9592611336032388,2513,127,34,1263,1263,34,127,2513,2026-08-27 16:16:41,121.02,550.62
60,0.10063277402720319,0.9660835214446952,22130,861,341,12106,12106,341,861,22130,0.11129090857304051,0.9635627530364372,2482,79,65,1311,1311,65,79,2482,2026-08-27 16:18:42,120.94,550.62
61,0.10334949205507593,0.9663939051918736,22122,842,349,12125,12125,349,842,22122,0.1049316254607496,0.965334008097166,2509,99,38,1291,1291,38,99,2509,2026-08-27 16:20:43,120.94,550.62
62,0.0971786585743129,0.968280393421477,22145,798,326,12169,12169,326,798,22145,0.11567040777535212,0.9628036437246964,2486,86,61,1304,1304,61,86,2486,2026-08-27 16:22:44,120.77,550.62
63,0.09958022550551503,0.9685665914221219,22177,820,294,12147,12147,294,820,22177,0.09997840571042381,0.965080971659919,2503,94,44,1296,1296,44,94,2503,2026-08-27 16:24:45,120.77,550.62
64,0.09674052705738113,0.969469525959368,22145,756,326,12211,12211,326,756,22145,0.10609729503707249,0.9663461538461539,2516,102,31,1288,1288,31,102,2516,2026-08-27 16:26:46,121.08,550.62
65,0.09615840902509963,0.9688769751693003,22142,774,329,12193,12193,329,774,22142,0.10292700999548379,0.96584008097166,2486,74,61,1316,1316,61,74,2486,2026-08-27 16:28:47,121.05,550.62
66,0.09307630502263559,0.9690180586907449,22121,748,350,12219,12219,350,748,22121,0.09589336414003476,0.9640688259109311,2512,107,35,1283,1283,35,107,2512,2026-08-27 16:30:48,120.95,550.62
67,0.09516238519547687,0.9684819413092551,22122,768,349,12199,12199,349,768,22122,0.1015368570679203,0.965080971659919,2478,69,69,1321,1321,69,69,2478,2026-08-27 16:32:49,120.74,550.62
68,0.09630154418164094,0.9683368268300548,22109,760,362,12207,12207,362,760,22109,0.1012211584793366,0.9665991902834008,2508,93,39,1297,1297,39,93,2508,2026-08-27 16:34:50,120.93,550.62
69,0.10212342541414664,0.9650959367945824,22069,835,402,12132,12132,402,835,22069,0.12202625199945018,0.9569838056680162,2506,129,41,1261,1261,41,129,2506,2026-08-27 16:36:51,120.99,550.62
70,0.10809477860208928,0.9634593679458239,22049,873,422,12094,12094,422,873,22049,0.10782271076883623,0.9633097165991903,2491,89,56,1301,1301,56,89,2491,2026-08-27 16:38:52,121.1,550.62
71,0.10028145148725781,0.9667042889390519,22072,781,399,12186,12186,399,781,22072,0.09932027026060743,0.9676113360323887,2486,67,61,1323,1323,61,67,2486,2026-08-27 16:40:53,120.81,550.62
72,0.09941851539699188,0.96697839406643,22055,754,416,12213,12213,416,754,22055,0.10340848438600116,0.9668522267206477,2504,88,43,1302,1302,43,88,2504,2026-08-27 16:42:54,120.88,550.62
