21,0.11392989925780268,0.9627222982216143,7319,324,112,3939,3939,112,324,7319,0.15050419730271933,0.9498987854251012,2445,143,55,1294,1294,55,143,2445,2026-08-26 22:09:19,122.19,550.62
19,0.16355126317483457,0.9445109439124487,7351,569,80,3694,3694,80,569,7351,0.1686126281948466,0.9392712550607287,2428,168,72,1269,1269,72,168,2428,2026-08-26 22:09:51,122.51,550.62
21,0.11100902450054365,0.9610978112175103,7296,320,135,3943,3943,135,320,7296,0.12251384801773103,0.958248987854251,2482,147,18,1290,1290,18,147,2482,2026-08-26 22:11:03,123.06,550.62
22,0.10689915639568737,0.9644322845417237,7323,308,108,3955,3955,108,308,7323,0.15098458624667363,0.9562246963562753,2483,156,17,1281,1281,17,156,2483,2026-08-26 22:11:21,122.92,550.62
20,0.1530276799431802,0.9471614227086184,7336,523,95,3740,3740,95,523,7336,0.16974922729499858,0.9483805668016194,2447,151,53,1286,1286,53,151,2447,2026-08-26 22:11:53,122.21,550.62
22,0.10112064512619792,0.9649330662497557,7304,283,127,3980,3980,127,283,7304,0.11714010364621093,0.9574898785425101,2430,98,70,1339,1339,70,98,2430,2026-08-26 22:13:03,119.9,550.62
23,0.10364131137130529,0.9655437756497948,7319,291,112,3972,3972,112,291,7319,0.12810355802500237,0.958755060728745,2443,106,57,1331,1331,57,106,2443,2026-08-26 22:13:22,120.17,550.62
21,0.14489666354764769,0.9521203830369357,7335,464,96,3799,3799,96,464,7335,0.14609529759596065,0.9476214574898786,2473,180,27,1257,1257,27,180,2473,2026-08-26 22:13:54,120.31,550.62
23,0.1112338247050935,0.960499316005472,7293,324,138,3939,3939,138,324,7293,0.1629050214461952,0.944078947368421,2411,132,89,1305,1305,89,132,2411,2026-08-26 22:15:02,119.84,550.62
24,0.10286190241056707,0.967156048465898,7340,293,91,3970,3970,91,293,7340,0.1264759432920349,0.9622975708502024,2471,120,29,1317,1317,29,120,2471,2026-08-26 22:15:21,119.72,550.62
22,0.16518068645995432,0.9467217119405902,7353,545,78,3718,3718,78,545,7353,0.1632681250202692,0.9483805668016194,2443,147,57,1290,1290,57,147,2443,2026-08-26 22:15:54,120.2,550.62
24,0.15384805687829323,0.9442544459644323,7271,492,160,3771,3771,160,492,7271,0.17958919955078165,0.9375,2465,212,35,1225,1225,35,212,2465,2026-08-26 22:17:05,122.22,550.62
25,0.09917995620505546,0.966655266757866,7335,294,96,3969,3969,96,294,7335,0.13409335736509578,0.9536943319838057,2489,172,11,1265,1265,11,172,2489,2026-08-26 22:17:24,122.63,550.62
23,0.14779183612537614,0.9504103967168263,7333,482,98,3781,3781,98,482,7333,0.17935204872416582,0.9415485829959515,2452,183,48,1254,1254,48,183,2452,2026-08-26 22:17:56,122.17,550.62
25,0.13022926095497275,0.9526333789329685,7303,426,128,3837,3837,128,426,7303,0.13879486619068784,0.9473684210526315,2456,164,44,1273,1273,44,164,2456,2026-08-26 22:19:05,120.39,550.62
26,0.09573846045313289,0.9694767441860465,7347,273,84,3990,3990,84,273,7347,0.13581951441702117,0.9628036437246964,2478,125,22,1312,1312,22,125,2478,2026-08-26 22:19:25,121.03,550.62
24,0.14948657444785265,0.950483681844831,7337,485,94,3778,3778,94,485,7337,0.15405669018837362,0.944585020242915,2477,196,23,1241,1241,23,196,2477,2026-08-26 22:19:57,121.16,550.62
26,0.11061768530308691,0.9615253077975376,7302,321,129,3942,3942,129,321,7302,0.12754700470292518,0.9554655870445344,2402,78,98,1359,1359,98,78,2402,2026-08-26 22:21:08,122.46,550.62
27,0.09775087875970187,0.9673392612859097,7332,283,99,3980,3980,99,283,7332,0.10626129059192653,0.9635627530364372,2462,106,38,1331,1331,38,106,2462,2026-08-26 22:21:28,122.96,550.62
25,0.13435822633437802,0.9539158686730507,7323,431,108,3832,3832,108,431,7323,0.1448918143588944,0.9438259109311741,2472,194,28,1243,1243,28,194,2472,2026-08-26 22:22:00,122.76,550.62
27,0.11413077209890143,0.959546609341411,7282,324,149,3939,3939,149,324,7282,0.1359693140455103,0.9592611336032388,2478,139,22,1298,1298,22,139,2478,2026-08-26 22:23:10,122.86,550.62
28,0.08725016865425102,0.9705882352941176,7336,249,95,4014,4014,95,249,7336,0.10369779176157919,0.9673582995951417,2477,106,23,1331,1331,23,106,2477,2026-08-26 22:23:31,123.04,550.62
26,0.13093237973948388,0.9549296462771155,7322,418,109,3845,3845,109,418,7322,0.14622580500975674,0.9516700404858299,2428,119,72,1318,1318,72,119,2428,2026-08-26 22:24:03,122.98,550.62
28,0.10420455493889086,0.9640902872777017,7299,288,132,3975,3975,132,288,7299,0.12704758223161283,0.9567307692307693,2406,77,94,1360,1360,94,77,2406,2026-08-26 22:25:13,122.81,550.62
29,0.08236484383548216,0.9716997264021888,7328,228,103,4035,4035,103,228,7328,0.10670503499910144,0.9615384615384616,2481,133,19,1304,1304,19,133,2481,2026-08-26 22:25:34,122.93,550.62
27,0.12923163720584957,0.9569694156732461,7322,394,109,3869,3869,109,394,7322,0.23711818538470428,0.9294028340080972,2492,271,8,1166,1166,8,271,2492,2026-08-26 22:26:06,122.57,550.62
29,0.10540756832511405,0.9631497948016415,7298,298,133,3965,3965,133,298,7298,0.12921325744766937,0.9536943319838057,2480,163,20,1274,1274,20,163,2480,2026-08-26 22:27:15,121.62,550.62
30,0.07859450129479317,0.9734952120383037,7329,208,102,4055,4055,102,208,7329,0.10823876929831378,0.9617914979757085,2479,130,21,1307,1307,21,130,2479,2026-08-26 22:27:36,121.52,550.62
28,0.12675624547039557,0.9561388508891929,7315,397,116,3866,3866,116,397,7315,0.1432187284893443,0.951163967611336,2400,93,100,1344,1344,100,93,2400,2026-08-26 22:28:07,121.59,550.62
30,0.12009239618611686,0.9579343365253078,7299,360,132,3903,3903,132,360,7299,0.11410161280657659,0.9620445344129555,2450,100,50,1337,1337,50,100,2450,2026-08-26 22:29:16,121.07,550.62
31,0.07942558630916166,0.9739959937463357,7337,210,94,4053,4053,94,210,7337,0.12511064365189448,0.9564777327935222,2373,45,127,1392,1392,127,45,2373,2026-08-26 22:29:37,121.51,550.62
29,0.12154523085639717,0.9560533515731874,7304,387,127,3876,3876,127,387,7304,0.16472124631859755,0.9468623481781376,2473,183,27,1254,1254,27,183,2473,2026-08-26 22:30:08,121.17,550.62
31,0.1050300069598267,0.9644933554817277,7313,297,118,3966,3966,118,297,7313,0.10877416826038044,0.965080971659919,2444,82,56,1355,1355,56,82,2444,2026-08-26 22:31:17,121.29,550.62
32,0.07641690267352183,0.9729822161422709,7327,212,104,4051,4051,104,212,7327,0.0973966826356854,0.9673582995951417,2471,100,29,1337,1337,29,100,2471,2026-08-26 22:31:39,121.59,550.62
30,0.13084750750934052,0.9552838577291382,7325,417,106,3846,3846,106,417,7325,0.13441102234986027,0.9559716599190283,2474,148,26,1289,1289,26,148,2474,2026-08-26 22:32:10,121.28,550.62
32,0.09842426261626357,0.9663987688098495,7305,267,126,3996,3996,126,267,7305,0.12665973020376267,0.9554655870445344,2480,156,20,1281,1281,20,156,2480,2026-08-26 22:33:20,122.23,550.62
33,0.07625543742399872,0.9733974985342975,7335,215,96,4048,4048,96,215,7335,0.09781361531055258,0.965080971659919,2471,109,29,1328,1328,29,109,2471,2026-08-26 22:33:42,122.53,550.62
31,0.11909376464181524,0.9603038889974594,7311,344,120,3919,3919,120,344,7311,0.15917624522995974,0.9423076923076923,2491,219,9,1218,1218,9,219,2491,2026-08-26 22:34:12,122.32,550.62
33,0.09662943339805347,0.9660445573578269,7306,272,125,3991,3991,125,272,7306,0.10860906322090792,0.9643218623481782,2432,73,68,1364,1364,68,73,2432,2026-08-26 22:35:22,122.46,550.62
34,0.07516894983646884,0.9749487004103967,7334,196,97,4067,4067,97,196,7334,0.0980278528092791,0.96584008097166,2476,111,24,1326,1326,24,111,2476,2026-08-26 22:35:45,122.71,550.62
32,0.1154888745387137,0.9602428180574556,7316,350,115,3913,3913,115,350,7316,0.1304730880045924,0.957995951417004,2485,151,15,1286,1286,15,151,2485,2026-08-26 22:36:15,122.67,550.62
34,0.0983787482279823,0.9659712722298222,7311,278,120,3985,3985,120,278,7311,0.1165583500306797,0.965080971659919,2438,76,62,1361,1361,62,76,2438,2026-08-26 22:37:25,122.78,550.62
35,0.07282847191860693,0.9769884698065273,7348,186,83,4077,4077,83,186,7348,0.09515966584631647,0.9706477732793523,2454,70,46,1367,1367,46,70,2454,2026-08-26 22:37:47,122.61,550.62
33,0.1103308786932384,0.9627100840336135,7326,331,105,3932,3932,105,331,7326,0.11634000711263674,0.9638157894736842,2447,90,53,1347,1347,53,90,2447,2026-08-26 22:38:17,122.33,550.62
35,0.09459234044534216,0.96827975376197,7319,259,112,4004,4004,112,259,7319,0.11893056940522068,0.9605263157894737,2406,62,94,1375,1375,94,62,2406,2026-08-26 22:39:28,122.28,550.62
36,0.06938786873840452,0.9783564588626148,7357,179,74,4084,4084,74,179,7357,0.09932883568617104,0.9676113360323887,2479,107,21,1330,1330,21,107,2479,2026-08-26 22:39:50,122.48,550.62
34,0.10861525166507112,0.9644200703537229,7330,315,101,3948,3948,101,315,7330,0.12327203129678362,0.9590080971659919,2476,138,24,1299,1299,24,138,2476,2026-08-26 22:40:20,122.58,550.62
36,0.08664379982633208,0.9709302325581395,7330,239,101,4024,4024,101,239,7330,0.11989919774079703,0.9610323886639676,2488,142,12,1295,1295,12,142,2488,2026-08-26 22:41:30,122.81,550.62
37,0.06868606563144722,0.9767441860465116,7346,187,85,4076,4076,85,187,7346,0.091632392276614,0.9709008097165992,2469,84,31,1353,1353,31,84,2469,2026-08-26 22:41:53,122.9,550.62
35,0.10629967062717505,0.9650185655657612,7327,305,104,3958,3958,104,305,7327,0.13091046942174753,0.958755060728745,2475,138,25,1299,1299,25,138,2475,2026-08-26 22:42:22,121.93,550.62
37,0.08759556679187595,0.9717730115301935,7326,225,105,4038,4038,105,225,7326,0.11885505636063119,0.9633097165991903,2482,127,18,1310,1310,18,127,2482,2026-08-26 22:43:30,119.74,550.62
38,0.07593007672230284,0.9729700019542701,7327,212,104,4051,4051,104,212,7327,0.09890276675199533,0.9683704453441295,2478,103,22,1334,1334,22,103,2478,2026-08-26 22:43:53,120.04,550.62
36,0.09807295397862986,0.9678522571819426,7316,261,115,4002,4002,115,261,7316,0.12329534859762259,0.9622975708502024,2463,112,37,1325,1325,37,112,2463,2026-08-26 22:44:22,120.07,550.62
38,0.0866288851284729,0.9714310142661716,7334,237,97,4026,4026,97,237,7334,0.09932935498481633,0.96584008097166,2470,105,30,1332,1332,30,105,2470,2026-08-26 22:45:31,121.24,550.62
39,0.0716480197718274,0.9754616963064295,7336,192,95,4071,4071,95,192,7336,0.09716468081007576,0.9671052631578947,2470,100,30,1337,1337,30,100,2470,2026-08-26 22:45:55,121.78,550.62
37,0.09709997543626848,0.9674125464139144,7316,266,115,3997,3997,115,266,7316,0.1424876008323747,0.9552125506072875,2482,159,18,1278,1278,18,159,2482,2026-08-26 22:46:24,122.15,550.62
39,0.082984883339487,0.9731532147742818,7343,226,88,4037,4037,88,226,7343,0.09137569045805163,0.9693825910931174,2450,71,50,1366,1366,50,71,2450,2026-08-26 22:47:34,122.82,550.62
40,0.0795060915106598,0.9717730115301935,7317,216,114,4047,4047,114,216,7317,0.13189597596099312,0.9567307692307693,2477,148,23,1289,1289,23,148,2477,2026-08-26 22:47:57,122.3,550.62
38,0.09594512322411787,0.9686950361539965,7324,259,107,4004,4004,107,259,7324,0.12266606097588886,0.958248987854251,2453,118,47,1319,1319,47,118,2453,2026-08-26 22:48:26,121.66,550.62
40,0.07858848635638553,0.9739959937463357,7341,214,90,4049,4049,90,214,7341,0.09367864469948155,0.9683704453441295,2468,93,32,1344,1344,32,93,2468,2026-08-26 22:49:36,121.23,550.62
41,0.07354498090029461,0.9749364862223959,7334,196,97,4067,4067,97,196,7334,0.12128765040514651,0.9562246963562753,2489,162,11,1275,1275,11,162,2489,2026-08-26 22:49:59,121.8,550.62
39,0.09311368752547404,0.96827975376197,7318,258,113,4005,4005,113,258,7318,0.12602735514554347,0.9615384615384616,2480,132,20,1305,1305,20,132,2480,2026-08-26 22:50:28,122.5,550.62
41,0.08350479626176413,0.9731410005862811,7346,229,85,4034,4034,85,229,7346,0.12603815171965643,0.9572368421052632,2488,157,12,1280,1280,12,157,2488,2026-08-26 22:51:38,121.91,550.62
42,0.06924662480973887,0.9758036935704515,7337,189,94,4074,4074,94,189,7337,0.11369328709273988,0.9633097165991903,2483,128,17,1309,1309,17,128,2483,2026-08-26 22:52:01,121.79,550.62
40,0.08873306652378143,0.96922024623803,7320,249,111,4014,4014,111,249,7320,0.12865663445380582,0.9549595141700404,2479,157,21,1280,1280,21,157,2479,2026-08-26 22:52:30,121.71,550.62
42,0.0799626113243959,0.9738372093023255,7335,210,96,4053,4053,96,210,7335,0.11055398689156873,0.9625506072874493,2493,141,7,1296,1296,7,141,2493,2026-08-26 22:53:39,121.66,550.62
43,0.07038490423963248,0.9763166894664843,7335,181,96,4082,4082,96,181,7335,0.08598650920087932,0.9744433198380567,2467,68,33,1369,1369,33,68,2467,2026-08-26 22:54:03,122.22,550.62
41,0.10005753246969232,0.9655315614617941,7317,289,114,3974,3974,114,289,7317,0.1252363491973082,0.958755060728745,2480,143,20,1294,1294,20,143,2480,2026-08-26 22:54:33,122.54,550.62
43,0.07638281212562871,0.9748632010943913,7336,199,95,4064,4064,95,199,7336,0.09541975820874456,0.9703947368421053,2453,70,47,1367,1367,47,70,2453,2026-08-26 22:55:42,122.83,550.62
44,0.06313953026154534,0.9793091655266758,7351,162,80,4101,4101,80,162,7351,0.09267798147445838,0.9709008097165992,2439,54,61,1383,1383,61,54,2439,2026-08-26 22:56:06,122.66,550.62
42,0.08803090312732854,0.9719562243502052,7329,226,102,4037,4037,102,226,7329,0.11795566173700187,0.9620445344129555,2473,123,27,1314,1314,27,123,2473,2026-08-26 22:56:35,122.22,550.62
44,0.0742956821876164,0.9756204807504397,7346,200,85,4063,4063,85,200,7346,0.0927687069575061,0.9688765182186235,2459,82,41,1355,1355,41,82,2459,2026-08-26 22:57:42,119.92,550.62
45,0.05869455756955601,0.9799931600547196,7337,140,94,4123,4123,94,140,7337,0.08883992186276174,0.9686234817813765,2463,87,37,1350,1350,37,87,2463,2026-08-26 22:58:06,119.99,550.62
43,0.08330573216392805,0.9722005081102209,7324,218,107,4045,4045,107,218,7324,0.10444021658398785,0.965080971659919,2440,78,60,1359,1359,60,78,2440,2026-08-26 22:58:36,120.88,550.62
45,0.07054536017046531,0.9777701778385773,7354,183,77,4080,4080,77,183,7354,0.1037732554101932,0.965334008097166,2402,39,98,1398,1398,98,39,2402,2026-08-26 22:59:44,121.38,550.62
46,0.06540064954309738,0.9792114520226696,7358,170,73,4093,4093,73,170,7358,0.10146805018827325,0.9645748987854251,2440,80,60,1357,1357,60,80,2440,2026-08-26 23:00:07,121.56,550.62
44,0.08019648419779747,0.9742647058823529,7327,197,104,4066,4066,104,197,7327,0.11158810390579195,0.9635627530364372,2427,71,73,1366,1366,73,71,2427,2026-08-26 23:00:38,121.73,550.62
46,0.06871239265612367,0.9792236662106704,7356,168,75,4095,4095,75,168,7356,0.08163806326229688,0.9734311740890689,2464,69,36,1368,1368,36,69,2464,2026-08-26 23:01:47,123.03,550.62
47,0.07638812718686658,0.9717607973421928,7322,221,109,4042,4042,109,221,7322,0.11168002805895047,0.9625506072874493,2426,74,74,1363,1363,74,74,2426,2026-08-26 23:02:10,122.69,550.62
45,0.08187866922265374,0.9730555012702756,7328,212,103,4051,4051,103,212,7328,0.11549699463625156,0.9630566801619433,2438,84,62,1353,1353,62,84,2438,2026-08-26 23:02:40,122.43,550.62
47,0.06787122343268714,0.9775869650185656,7350,181,81,4082,4082,81,181,7350,0.0935508118012,0.9683704453441295,2477,102,23,1335,1335,23,102,2477,2026-08-26 23:03:50,122.66,550.62
48,0.07241475445617478,0.9750219855384015,7343,204,88,4059,4059,88,204,7343,0.09897671668198306,0.9665991902834008,2456,88,44,1349,1349,44,88,2456,2026-08-26 23:04:12,122.47,550.62
46,0.0814119091129412,0.9733242134062927,7331,212,100,4051,4051,100,212,7331,0.10144711070316122,0.9655870445344129,2447,83,53,1354,1354,53,83,2447,2026-08-26 23:04:42,122.21,550.62
48,0.0649645477619338,0.9796511627906976,7364,171,67,4092,4092,67,171,7364,0.09867579549803636,0.9686234817813765,2485,109,15,1328,1328,15,109,2485,2026-08-26 23:05:51,121.73,550.62
49,0.06509679363067128,0.9791381668946648,7352,165,79,4098,4098,79,165,7352,0.10773857380546298,0.9615384615384616,2421,73,79,1364,1364,79,73,2421,2026-08-26 23:06:14,121.86,550.62
