epoch,loss,accuracy,tp_0,fp_0,fn_0,tn_0,tp_1,fp_1,fn_1,tn_1,val_loss,val_accuracy,val_tp_0,val_fp_0,val_fn_0,val_tn_0,val_tp_1,val_fp_1,val_fn_1,val_tn_1,timestamp,epoch_time_sec,max_mem_mb
45,0.1060725119663721,0.9643040355677155,14541,601,234,8013,8013,234,601,14541,0.10248476892015954,0.9645748987854251,2512,105,35,1285,1285,35,105,2512,2026-08-27 07:10:29,234.29,550.62
46,0.09987739604886968,0.9659285225718194,14506,528,269,8086,8086,269,528,14506,0.10514696405423797,0.9617914979757085,2511,115,36,1275,1275,36,115,2511,2026-08-27 07:12:43,234.41,550.62
45,0.10643897074715536,0.9657575239398085,14574,600,201,8014,8014,201,600,14574,0.10746933494012063,0.9620445344129555,2496,99,51,1291,1291,51,99,2496,2026-08-27 07:13:30,234.33,550.62
46,0.11090166859963219,0.9612161948858255,14512,644,263,7970,7970,263,644,14512,0.1538328739629704,0.9428137651821862,2437,101,110,1289,1289,110,101,2437,2026-08-27 07:14:23,234.35,550.62
47,0.10438682266363553,0.9645506682100389,14527,581,248,8033,8033,248,581,14527,0.11301153842818137,0.9605263157894737,2494,103,53,1287,1287,53,103,2494,2026-08-27 07:16:37,233.97,550.62
46,0.1006685207154705,0.9667736504261812,14571,573,204,8041,8041,204,573,14571,0.16493496822894585,0.9357287449392713,2367,59,180,1331,1331,180,59,2367,2026-08-27 07:17:24,233.79,550.62
47,0.10536010254530565,0.9655339103441019,14553,584,222,8030,8030,222,584,14553,0.15498679067559168,0.9483805668016194,2544,201,3,1189,1189,3,201,2544,2026-08-27 07:18:17,234.18,550.62
48,0.1033412323480793,0.96421853625171,14517,579,258,8035,8035,258,579,14517,0.11261062709652223,0.9590080971659919,2446,61,101,1329,1329,101,61,2446,2026-08-27 07:20:32,234.74,550.62
47,0.1121633401772494,0.9618574397558666,14525,642,250,7972,7972,250,642,14525,0.11691902593701516,0.9610323886639676,2514,121,33,1269,1269,33,121,2514,2026-08-27 07:21:19,234.85,550.62
48,0.1088548789463973,0.9645506682100389,14539,593,236,8021,8021,236,593,14539,0.1031826949266666,0.9655870445344129,2490,79,57,1311,1311,57,79,2490,2026-08-27 07:22:12,234.86,550.62
49,0.09249719010176145,0.9695194938440492,14542,480,233,8134,8134,233,480,14542,0.10340992001513986,0.9625506072874493,2523,124,24,1266,1266,24,124,2523,2026-08-27 07:24:26,234.26,550.62
48,0.12847466113745895,0.9556916236977796,14558,819,217,7795,7795,217,819,14558,0.12368111358616743,0.9595141700404858,2511,124,36,1266,1266,36,124,2511,2026-08-27 07:25:13,233.97,550.62
49,0.10283909406001449,0.9655010259917921,14529,561,246,8053,8053,246,561,14529,0.11165677455724274,0.957995951417004,2457,76,90,1314,1314,90,76,2457,2026-08-27 07:26:07,234.58,550.62
50,0.09034368176009727,0.9700226244343891,14560,486,215,8128,8128,215,486,14560,0.10649688486839354,0.9648279352226721,2493,85,54,1305,1305,54,85,2493,2026-08-27 07:28:20,234.49,550.62
49,0.11285461510038551,0.9616108071135431,14563,686,212,7928,7928,212,686,14563,0.11827439363716497,0.9607793522267206,2476,84,71,1306,1306,71,84,2476,2026-08-27 07:29:07,234.15,550.62
50,0.10066668525839507,0.9653201620540882,14521,557,254,8057,8057,254,557,14521,0.10046056934221373,0.9668522267206477,2524,108,23,1282,1282,23,108,2524,2026-08-27 07:30:02,234.82,550.62
51,0.09248980722742386,0.9684836367462907,14540,502,235,8112,8112,235,502,14540,0.1115957304367773,0.9615384615384616,2508,113,39,1277,1277,39,113,2508,2026-08-27 07:32:15,234.17,550.62
50,0.10924964980668199,0.9646789171840471,14572,623,203,7991,7991,203,623,14572,0.12268460215058041,0.9554655870445344,2509,123,38,1267,1267,38,123,2509,2026-08-27 07:33:02,234.41,550.62
51,0.09304012667190885,0.969391244870041,14537,478,238,8136,8136,238,478,14537,0.1120602077981721,0.9569838056680162,2419,42,128,1348,1348,128,42,2419,2026-08-27 07:33:56,233.9,550.62
52,0.09384231629641918,0.9653102967483952,14481,517,294,8097,8097,294,517,14481,0.10490368669268181,0.9648279352226721,2517,109,30,1281,1281,30,109,2517,2026-08-27 07:36:09,234.6,550.62
51,0.11384976582083133,0.9629360465116279,14542,634,233,7980,7980,233,634,14542,0.1241994735969585,0.9549595141700404,2442,73,105,1317,1317,105,73,2442,2026-08-27 07:36:56,233.85,550.62
52,0.09733050485844208,0.9682370041039672,14532,500,243,8114,8114,243,500,14532,0.13080837830772948,0.9524291497975709,2536,177,11,1213,1213,11,177,2536,2026-08-27 07:37:49,233.39,550.62
53,0.08773013318975796,0.9708874829001368,14549,455,226,8159,8159,226,455,14549,0.09643852530658654,0.9671052631578947,2501,84,46,1306,1306,46,84,2501,2026-08-27 07:40:03,233.28,550.62
52,0.10533289182338756,0.9666026517941703,14580,586,195,8028,8028,195,586,14580,0.10758608975447714,0.9635627530364372,2523,120,24,1270,1270,24,120,2523,2026-08-27 07:40:49,233.75,550.62
53,0.09674401844647189,0.9660041565821319,14513,533,262,8081,8081,262,533,14513,0.09385203074729037,0.9635627530364372,2470,67,77,1323,1323,77,67,2470,2026-08-27 07:41:44,234.94,550.62
54,0.08319326426414073,0.972459354940545,14550,419,225,8195,8195,225,419,14550,0.08851475579718784,0.9691295546558705,2498,73,49,1317,1317,49,73,2498,2026-08-27 07:43:56,233.35,550.62
53,0.10425926503228793,0.9658857729138167,14531,554,244,8060,8060,244,554,14531,0.1083994295744052,0.9635627530364372,2521,118,26,1272,1272,26,118,2521,2026-08-27 07:44:42,233.2,550.62
54,0.08797555339878435,0.9707493686204356,14543,452,232,8162,8162,232,452,14543,0.10560206733611163,0.9622975708502024,2529,131,18,1259,1259,18,131,2529,2026-08-27 07:45:37,233.44,550.62
55,0.0782505667008136,0.974083841944649,14551,382,224,8232,8232,224,382,14551,0.08839761186853595,0.9693825910931174,2525,99,22,1291,1291,22,99,2525,2026-08-27 07:47:51,234.61,550.62
54,0.11050281310942923,0.9621994370198884,14534,643,241,7971,7971,241,643,14534,0.11160687296089847,0.9643218623481782,2532,126,15,1264,1264,15,126,2532,2026-08-27 07:48:37,234.3,550.62
55,0.08369128114348609,0.9716142270861833,14556,445,219,8169,8169,219,445,14556,0.09329366821998428,0.965080971659919,2531,122,16,1268,1268,16,122,2531,2026-08-27 07:49:32,234.51,550.62
56,0.08373540343519902,0.9717424760601915,14552,438,223,8176,8176,223,438,14552,0.09615932611808904,0.9635627530364372,2458,55,89,1335,1335,89,55,2458,2026-08-27 07:51:45,234.41,550.62
55,0.10309788663747367,0.9670728980322003,14558,553,217,8061,8061,217,553,14558,0.10184423557761561,0.9676113360323887,2507,88,40,1302,1302,40,88,2507,2026-08-27 07:52:31,234.36,550.62
56,0.07853732215130393,0.9736990950226244,14566,406,209,8208,8208,209,406,14566,0.07921259917473412,0.9678643724696356,2491,71,56,1319,1319,56,71,2491,2026-08-27 07:53:26,234.28,550.62
57,0.08124295442112532,0.9727684678522572,14550,412,225,8202,8202,225,412,14550,0.111757054061512,0.9615384615384616,2531,121,16,1269,1269,16,121,2531,2026-08-27 07:55:39,234.04,550.62
56,0.10052052678756299,0.9660995212038304,14552,570,223,8044,8044,223,570,14552,0.09971836575074593,0.9645748987854251,2521,114,26,1276,1276,26,114,2521,2026-08-27 07:56:25,234.05,550.62
57,0.0840495145768526,0.9702462380300958,14554,475,221,8139,8139,221,475,14554,0.10276997965752988,0.9607793522267206,2528,121,19,1269,1269,19,121,2528,2026-08-27 07:57:19,232.91,550.62
58,0.08130505926465607,0.971656976744186,14522,410,253,8204,8204,253,410,14522,0.09748305788123521,0.9671052631578947,2529,112,18,1278,1278,18,112,2529,2026-08-27 07:59:32,233.12,550.62
57,0.10166029209859043,0.9675102599179206,14582,567,193,8047,8047,193,567,14582,0.10635693230183592,0.9645748987854251,2522,100,25,1290,1290,25,100,2522,2026-08-27 08:00:19,233.37,550.62
58,0.08763769649943176,0.9686973850363043,14541,498,234,8116,8116,234,498,14541,0.11443635751210485,0.9628036437246964,2543,143,4,1247,1247,4,143,2543,2026-08-27 08:01:14,234.47,550.62
59,0.07696539719978274,0.9750769493844049,14567,375,208,8239,8239,208,375,14567,0.08823261886970837,0.9665991902834008,2457,42,90,1348,1348,90,42,2457,2026-08-27 08:03:27,234.87,550.62
58,0.09885660111623856,0.9679805061559508,14549,523,226,8091,8091,226,523,14549,0.10243743221484773,0.9628036437246964,2459,59,88,1331,1331,88,59,2459,2026-08-27 08:04:13,234.57,550.62
59,0.08416981251449127,0.9724264705882353,14558,428,217,8186,8186,217,428,14558,0.09810025841638687,0.9600202429149798,2460,71,87,1319,1319,87,71,2460,2026-08-27 08:05:08,234.48,550.62
60,0.07019779959932593,0.9769151846785226,14572,337,203,8277,8277,203,337,14572,0.0851183841708703,0.9719129554655871,2494,58,53,1332,1332,53,58,2494,2026-08-27 08:07:21,234.41,550.62
59,0.09839994032521988,0.9672537619699042,14535,526,240,8088,8088,240,526,14535,0.09924234549594131,0.965080971659919,2487,78,60,1312,1312,60,78,2487,2026-08-27 08:08:07,234.31,550.62
60,0.08256867438778995,0.9720746080185204,14554,432,221,8182,8182,221,432,14554,0.08986445234008326,0.96584008097166,2476,64,71,1326,1326,71,64,2476,2026-08-27 08:09:03,234.46,550.62
61,0.06883761377248049,0.9767014363885089,14570,340,205,8274,8274,205,340,14570,0.0759432124509971,0.9736842105263158,2512,69,35,1321,1321,35,69,2512,2026-08-27 08:11:16,234.49,550.62
60,0.09360055865754313,0.9688354993160054,14548,502,227,8112,8112,227,502,14548,0.09566074103253347,0.9676113360323887,2489,70,58,1320,1320,58,70,2489,2026-08-27 08:12:02,234.17,550.62
61,0.08025991499185735,0.9733242134062927,14571,420,204,8194,8194,204,420,14571,0.08717589288722144,0.9683704453441295,2495,73,52,1317,1317,52,73,2495,2026-08-27 08:12:57,233.81,550.62
62,0.06810566559261942,0.9771092023571504,14574,334,201,8280,8280,201,334,14574,0.10314534217221022,0.9620445344129555,2430,33,117,1357,1357,117,33,2430,2026-08-27 08:15:10,233.89,550.62
61,0.09031623556589512,0.970844733242134,14564,471,211,8143,8143,211,471,14564,0.08873720203486639,0.9709008097165992,2509,77,38,1313,1313,38,77,2509,2026-08-27 08:15:57,234.72,550.62
62,0.07937314526481164,0.9737517099863201,14579,418,196,8196,8196,196,418,14579,0.08514552032914359,0.9706477732793523,2506,75,41,1315,1315,41,75,2506,2026-08-27 08:16:51,234.84,550.62
63,0.0705102965541161,0.9755044459644323,14561,359,214,8255,8255,214,359,14561,0.07898792775860622,0.9736842105263158,2526,83,21,1307,1307,21,83,2526,2026-08-27 08:19:04,234.57,550.62
62,0.09500436097943758,0.9683652530779754,14567,532,208,8082,8082,208,532,14567,0.11036130178131555,0.9610323886639676,2446,53,101,1337,1337,101,53,2446,2026-08-27 08:19:51,234.52,550.62
63,0.07516334833194745,0.9755899452804377,14592,388,183,8226,8226,183,388,14592,0.07897814737466967,0.9711538461538461,2497,64,50,1326,1326,50,64,2497,2026-08-27 08:20:46,234.74,550.62
64,0.06935093710328791,0.9759746922024624,14566,353,209,8261,8261,209,353,14566,0.07507838751660728,0.9759615384615384,2509,57,38,1333,1333,38,57,2509,2026-08-27 08:22:59,234.64,550.62
63,0.1097707539824221,0.9639192886456909,14538,607,237,8007,8007,237,607,14538,0.10003963995513766,0.9681174089068826,2516,95,31,1295,1295,31,95,2516,2026-08-27 08:23:46,234.42,550.62
64,0.07457443824391137,0.9755800799747448,14580,376,195,8238,8238,195,376,14580,0.07677533347084213,0.9754554655870445,2507,57,40,1333,1333,40,57,2507,2026-08-27 08:24:40,233.53,550.62
65,0.06593127462760674,0.9785396716826266,14609,336,166,8278,8278,166,336,14609,0.07821046548937013,0.972165991902834,2492,55,55,1335,1335,55,55,2492,2026-08-27 08:26:53,233.81,550.62
64,0.10060073557025058,0.9662705198358413,14545,559,230,8055,8055,230,559,14545,0.10086061413727912,0.9638157894736842,2514,110,33,1280,1280,33,110,2514,2026-08-27 08:27:39,233.69,550.62
65,0.07049473623328532,0.9767014363885089,14578,348,197,8266,8266,197,348,14578,0.0755001943990181,0.9746963562753036,2522,75,25,1315,1315,25,75,2522,2026-08-27 08:28:35,234.78,550.62
66,0.06364454149497735,0.9785824213406292,14604,330,171,8284,8284,171,330,14604,0.07583476860228895,0.9741902834008097,2523,78,24,1312,1312,24,78,2523,2026-08-27 08:30:47,234.61,550.62
65,0.1025012453665088,0.965672024623803,14519,547,256,8067,8067,256,547,14519,0.10651834139426951,0.96584008097166,2492,80,55,1310,1310,55,80,2492,2026-08-27 08:31:34,234.88,550.62
66,0.06687996658944384,0.9787534199726402,14600,322,175,8292,8292,175,322,14600,0.07424504659515674,0.9739372469635628,2510,66,37,1324,1324,37,66,2510,2026-08-27 08:32:30,235.01,550.62
67,0.06165924884715575,0.980078659370725,14589,280,186,8334,8334,186,280,14589,0.07616661973806618,0.9769736842105263,2521,65,26,1325,1325,26,65,2521,2026-08-27 08:34:41,233.8,550.62
66,0.10345146110824088,0.9664415184678523,14553,563,222,8051,8051,222,563,14553,0.10295460982670487,0.96584008097166,2506,94,41,1296,1296,41,94,2506,2026-08-27 08:35:28,233.61,550.62
67,0.06665648060900806,0.978625170998632,14599,324,176,8290,8290,176,324,14599,0.07365978207639022,0.9772267206477733,2522,65,25,1325,1325,25,65,2522,2026-08-27 08:36:24,233.43,550.62
68,0.06407824091025005,0.9789145532989582,14586,304,189,8310,8310,189,304,14586,0.06963400648804492,0.9777327935222672,2514,55,33,1335,1335,33,55,2514,2026-08-27 08:38:35,234.17,550.62
67,0.09665675531412193,0.968920998632011,14582,534,193,8080,8080,193,534,14582,0.09752918312586241,0.9665991902834008,2521,106,26,1284,1284,26,106,2521,2026-08-27 08:39:22,233.95,550.62
68,0.06814638016587467,0.97878630432495,14601,322,174,8292,8292,174,322,14601,0.07409841679038974,0.9754554655870445,2526,76,21,1314,1314,21,76,2526,2026-08-27 08:40:19,234.62,550.62
69,0.059747053755631364,0.980249658002736,14595,282,180,8332,8332,180,282,14595,0.07274566480120727,0.9759615384615384,2481,29,66,1361,1361,66,29,2481,2026-08-27 08:42:30,234.52,550.62
68,0.09621448055286821,0.9672011470062085,14543,535,232,8079,8079,232,535,14543,0.10277743501863532,0.965334008097166,2519,109,28,1281,1281,28,109,2519,2026-08-27 08:43:16,233.72,550.62
69,0.0653866448660385,0.9795656634746922,14614,317,161,8297,8297,161,317,14614,0.07834480844083645,0.9736842105263158,2489,46,58,1344,1344,58,46,2489,2026-08-27 08:44:12,233.33,550.62
70,0.05565659835849119,0.981703146374829,14608,261,167,8353,8353,167,261,14608,0.06591636960866719,0.978744939271255,2523,60,24,1330,1330,24,60,2523,2026-08-27 08:46:24,233.97,550.62
69,0.09767342522995491,0.9678095075239398,14558,536,217,8078,8078,217,536,14558,0.10350567212531923,0.9663461538461539,2517,103,30,1287,1287,30,103,2517,2026-08-27 08:47:10,234.58,550.62
70,0.06773196173191297,0.978154924760602,14607,343,168,8271,8271,168,343,14607,0.07544288877925062,0.9731781376518218,2496,55,51,1335,1335,51,55,2496,2026-08-27 08:48:06,233.72,550.62
71,0.05562831619848394,0.9823016415868673,14625,264,150,8350,8350,150,264,14625,0.0698539497161803,0.9784919028340081,2531,69,16,1321,1321,16,69,2531,2026-08-27 08:50:18,233.53,550.62
70,0.10140003062779576,0.9667407660738714,14558,561,217,8053,8053,217,561,14558,0.09914279475548979,0.9676113360323887,2489,70,58,1320,1320,58,70,2489,2026-08-27 08:51:03,233.37,550.62
71,0.06538469731733178,0.9796511627906976,14617,318,158,8296,8296,158,318,14617,0.08383628216429297,0.9719129554655871,2535,99,12,1291,1291,12,99,2535,2026-08-27 08:52:00,234.46,550.62
72,0.05593293861029115,0.9818741450068399,14623,272,152,8342,8342,152,272,14623,0.06362693821483477,0.9800101214574899,2519,51,28,1339,1339,28,51,2519,2026-08-27 08:54:13,234.76,550.62
71,0.10038355637355115,0.967296511627907,14580,570,195,8044,8044,195,570,14580,0.11385335392985697,0.9625506072874493,2516,117,31,1273,1273,31,117,2516,2026-08-27 08:54:59,235.01,550.62
72,0.06353103673882163,0.979907660738714,14620,315,155,8299,8299,155,315,14620,0.07166535523720086,0.9782388663967612,2525,64,22,1326,1326,22,64,2525,2026-08-27 08:55:55,234.89,550.62
73,0.05271929324340686,0.9836696306429549,14638,245,137,8369,8369,137,245,14638,0.07119239866521458,0.9774797570850202,2516,58,31,1332,1332,31,58,2516,2026-08-27 08:58:07,234.5,550.62
72,0.10364988077910955,0.9666026517941703,14577,583,198,8031,8031,198,583,14577,0.10073942835310754,0.9668522267206477,2521,105,26,1285,1285,26,105,2521,2026-08-27 08:58:53,234.25,550.62
73,0.06341181521053285,0.9803779069767442,14612,296,163,8318,8318,163,296,14612,0.06849469344116567,0.9779858299595142,2513,53,34,1337,1337,34,53,2513,2026-08-27 08:59:50,234.31,550.62
74,0.051839303941129566,0.9826008891928865,14622,254,153,8360,8360,153,254,14622,0.06575860513745607,0.979504048582996,2512,46,35,1344,1344,35,46,2512,2026-08-27 09:02:02,234.35,550.62
73,0.09847557110324624,0.9675431442702305,14573,557,202,8057,8057,202,557,14573,0.08898867843559517,0.9693825910931174,2502,76,45,1314,1314,45,76,2502,2026-08-27 09:02:47,234.02,550.62
74,0.06382120583921788,0.980890902872777,14625,297,150,8317,8317,150,297,14625,0.07062085839799088,0.9784919028340081,2526,64,21,1326,1326,21,64,2526,2026-08-27 09:03:44,233.81,550.62
75,0.04758818012334326,0.9852941176470589,14647,216,128,8398,8398,128,216,14647,0.06286946966196344,0.979504048582996,2519,53,28,1337,1337,28,53,2519,2026-08-27 09:05:56,234.57,550.62
74,0.09242789081323932,0.96875,14552,508,223,8106,8106,223,508,14552,0.09157580308058122,0.9696356275303644,2515,88,32,1302,1302,32,88,2515,2026-08-27 09:06:41,233.95,550.62
75,0.05952189245647286,0.9817458960328317,14627,279,148,8335,8335,148,279,14627,0.0639994981074668,0.9800101214574899,2517,49,30,1341,1341,30,49,2517,2026-08-27 09:07:38,234.41,550.62
76,0.04876962965875087,0.9844720088393139,14640,228,135,8386,8386,135,228,14640,0.0672162007917518,0.9774797570850202,2506,48,41,1342,1342,41,48,2506,2026-08-27 09:09:51,234.61,550.62
75,0.09071732529632685,0.9702363727244028,14544,465,231,8149,8149,231,465,14544,0.10327114908096309,0.9638157894736842,2528,124,19,1266,1266,19,124,2528,2026-08-27 09:10:35,234.02,550.62
76,0.057704989410342494,0.9829231558455225,14637,261,138,8353,8353,138,261,14637,0.06675977525744316,0.9784919028340081,2498,36,49,1354,1354,49,36,2498,2026-08-27 09:11:32,234.04,550.62
77,0.0526783244468389,0.9833703830369357,14633,247,142,8367,8367,142,247,14633,0.06934937745425096,0.9764676113360324,2493,39,54,1351,1351,54,39,2493,2026-08-27 09:13:45,234.09,550.62
76,0.0911767022913862,0.9700226244343891,14551,477,224,8137,8137,224,477,14551,0.08837636697449182,0.9681174089068826,2502,81,45,1309,1309,45,81,2502,2026-08-27 09:14:30,234.73,550.62
77,0.060395555733957884,0.9811474008207934,14627,293,148,8321,8321,148,293,14627,0.06539443525794879,0.978997975708502,2515,51,32,1339,1339,32,51,2515,2026-08-27 09:15:27,234.98,550.62
78,0.04853730986201206,0.9846528727770177,14649,233,126,8381,8381,126,233,14649,0.07311108376570186,0.9754554655870445,2479,29,68,1361,1361,68,29,2479,2026-08-27 09:17:40,234.96,550.62
77,0.08582958695295594,0.9716142270861833,14562,451,213,8163,8163,213,451,14562,0.08655321540646557,0.9693825910931174,2494,68,53,1322,1322,53,68,2494,2026-08-27 09:18:25,234.98,550.62
78,0.056139767904276675,0.9825581395348837,14633,266,142,8348,8348,142,266,14633,0.06669771004209891,0.9764676113360324,2491,37,56,1353,1353,56,37,2491,2026-08-27 09:19:22,234.84,550.62
79,0.04493626512386967,0.9868659896874671,14674,206,101,8408,8408,101,206,14674,0.054361918053178776,0.9820344129554656,2525,49,22,1341,1341,22,49,2525,2026-08-27 09:21:35,234.84,550.62
78,0.0810302660358425,0.9739983426286436,14576,409,199,8205,8205,199,409,14576,0.07978055551678664,0.97165991902834,2493,58,54,1332,1332,54,58,2493,2026-08-27 09:22:19,234.67,550.62
79,0.0561101804391058,0.9822161422708618,14630,271,145,8343,8343,145,271,14630,0.06372933293012185,0.9779858299595142,2523,63,24,1327,1327,24,63,2523,2026-08-27 09:23:17,234.47,550.62
80,0.04682440724536469,0.9853796169630643,14658,225,117,8389,8389,117,225,14658,0.05954059540022632,0.9812753036437247,2521,48,26,1342,1342,26,48,2521,2026-08-27 09:25:30,234.69,550.62
79,0.08048991023237331,0.9738799589603283,14562,398,213,8216,8216,213,398,14562,0.08744319399954517,0.9703947368421053,2512,82,35,1308,1308,35,82,2512,2026-08-27 09:26:14,235.01,550.62
80,0.05485185939219345,0.9826863885088919,14633,263,142,8351,8351,142,263,14633,0.06735174385981582,0.9757085020242915,2497,46,50,1344,1344,50,46,2497,2026-08-27 09:27:11,234.27,550.62
81,0.05249198913364321,0.9837551299589603,14643,248,132,8366,8366,132,248,14643,0.058305136234450494,0.9810222672064778,2514,42,33,1348,1348,33,42,2514,2026-08-27 09:29:21,231.8,550.62
80,0.07883324008594265,0.9740509575923393,14560,392,215,8222,8222,215,392,14560,0.07844545061488896,0.9746963562753036,2514,67,33,1323,1323,33,67,2514,2026-08-27 09:30:06,231.58,550.62
81,0.05574544982868565,0.9829856361149111,14633,256,142,8358,8358,142,256,14633,0.06315682210812443,0.9779858299595142,2498,38,49,1352,1352,49,38,2498,2026-08-27 09:31:09,234.27,550.62
82,0.04672650636207069,0.9856788645690835,14654,214,121,8400,8400,121,214,14654,0.06169362426666899,0.9772267206477733,2509,52,38,1338,1338,38,52,2509,2026-08-27 09:33:16,234.79,550.62
81,0.07505744040011085,0.9753334473324213,14557,359,218,8255,8255,218,359,14557,0.07503094954269104,0.9767206477732794,2505,50,42,1340,1340,42,50,2505,2026-08-27 09:34:00,234.1,550.62
82,0.05447763081096309,0.9829428864569083,14632,256,143,8358,8358,143,256,14632,0.06209179640350876,0.979757085020243,2521,54,26,1336,1336,26,54,2521,2026-08-27 09:35:03,233.6,550.62
83,0.04274420897485453,0.9869186046511628,14666,197,109,8417,8417,109,197,14666,0.05779704618716527,0.9825404858299596,2528,50,19,1340,1340,19,50,2528,2026-08-27 09:37:10,233.84,550.62
82,0.07316681508292736,0.9761884404924761,14572,354,203,8260,8260,203,354,14572,0.071464437705479,0.9762145748987854,2521,68,26,1322,1322,26,68,2521,2026-08-27 09:37:55,234.58,550.62
83,0.05294391313141273,0.9833703830369357,14626,240,149,8374,8374,149,240,14626,0.062250903927096174,0.979251012145749,2514,49,33,1341,1341,33,49,2514,2026-08-27 09:38:57,233.99,550.62
84,0.04341930735932896,0.9867903556771546,14670,204,105,8410,8410,105,204,14670,0.060313881705524514,0.9805161943319838,2526,56,21,1334,1334,21,56,2526,2026-08-27 09:41:04,233.98,550.62
83,0.06915317688066584,0.9779411764705882,14587,328,188,8286,8286,188,328,14587,0.07826981745554376,0.97165991902834,2524,89,23,1301,1301,23,89,2524,2026-08-27 09:41:49,233.98,550.62
84,0.05297209326855943,0.9833703830369357,14630,244,145,8370,8370,145,244,14630,0.05966548327835435,0.9827935222672065,2529,50,18,1340,1340,18,50,2529,2026-08-27 09:42:52,234.48,550.62
85,0.04323157598563118,0.9856689992633905,14654,214,121,8400,8400,121,214,14654,0.06306566451515942,0.9805161943319838,2525,55,22,1335,1335,22,55,2525,2026-08-27 09:44:59,234.88,550.62
84,0.07039473314090185,0.97781292749658,14579,323,196,8291,8291,196,323,14579,0.07228933064821308,0.9749493927125507,2495,47,52,1343,1343,52,47,2495,2026-08-27 09:45:43,234.06,550.62
85,0.051168263612666055,0.9836268809849521,14623,231,152,8383,8383,152,231,14623,0.06340939897161565,0.9777327935222672,2492,33,55,1357,1357,55,33,2492,2026-08-27 09:46:46,234.14,550.62
86,0.04380270910879951,0.9861491108071135,14662,211,113,8403,8403,113,211,14662,0.05975612925724151,0.9800101214574899,2504,36,43,1354,1354,43,36,2504,2026-08-27 09:48:53,234.24,550.62
85,0.0687180381287692,0.9780266757865937,14590,329,185,8285,8285,185,329,14590,0.07353351872248447,0.9736842105263158,2494,51,53,1339,1339,53,51,2494,2026-08-27 09:49:38,235.04,550.62
86,0.05633588404351369,0.9832421340629275,14659,276,116,8338,8338,116,276,14659,0.06017761240335626,0.9815283400809717,2510,36,37,1354,1354,37,36,2510,2026-08-27 09:50:41,235.08,550.62
87,0.046808380248155965,0.9847285067873303,14647,229,128,8385,8385,128,229,14647,0.05503496918346552,0.9810222672064778,2509,37,38,1353,1353,38,37,2509,2026-08-27 09:52:47,234.16,550.62
86,0.06892305637065452,0.9782404240766074,14607,341,168,8273,8273,168,341,14607,0.07668224481774856,0.9757085020242915,2521,70,26,1320,1320,26,70,2521,2026-08-27 09:53:32,233.85,550.62
87,0.04979070745768133,0.9848995054193412,14643,221,132,8393,8393,132,221,14643,0.06372300276027518,0.9757085020242915,2480,29,67,1361,1361,67,29,2480,2026-08-27 09:54:35,234.15,550.62
88,0.04620970154642006,0.9853796169630643,14653,220,122,8394,8394,122,220,14653,0.0624060647072919,0.9784919028340081,2503,41,44,1349,1349,44,41,2503,2026-08-27 09:56:40,232.46,550.62
87,0.06736065053923129,0.979437414500684,14623,329,152,8285,8285,152,329,14623,0.069143913855007,0.9767206477732794,2513,58,34,1332,1332,34,58,2513,2026-08-27 09:57:24,231.86,550.62
88,0.04840759161858795,0.9850376196990424,14651,226,124,8388,8388,124,226,14651,0.06295560454188089,0.9782388663967612,2490,29,57,1361,1361,57,29,2490,2026-08-27 09:58:27,231.63,550.62
89,0.04328903420288409,0.9868758549931601,14669,201,106,8413,8413,106,201,14669,0.06662413685724916,0.9759615384615384,2485,33,62,1357,1357,62,33,2485,2026-08-27 10:00:33,233.43,550.62
88,0.06691326024220993,0.979608413132695,14606,308,169,8306,8306,169,308,14606,0.0713545315133536,0.9757085020242915,2486,35,61,1355,1355,61,35,2486,2026-08-27 10:01:18,233.81,550.62
89,0.04798088031480944,0.9852941176470589,14651,220,124,8394,8394,124,220,14651,0.05932522298667301,0.9807692307692307,2514,43,33,1347,1347,33,43,2514,2026-08-27 10:02:21,234.12,550.62
90,0.0416476465969091,0.9869186046511628,14670,201,105,8413,8413,105,201,14670,0.06414886360525188,0.9800101214574899,2527,59,20,1331,1331,20,59,2527,2026-08-27 10:04:27,233.96,550.62
89,0.0653024507877124,0.9803779069767442,14615,299,160,8315,8315,160,299,14615,0.06955645560675304,0.9744433198380567,2506,60,41,1330,1330,41,60,2506,2026-08-27 10:05:12,233.99,550.62
90,0.04967391908200006,0.9844818741450069,14647,235,128,8379,8379,128,235,14647,0.06042512846914561,0.9805161943319838,2522,52,25,1338,1338,25,52,2522,2026-08-27 10:06:14,232.58,550.62
91,0.04046977758142433,0.9876025991792066,14679,194,96,8420,8420,96,194,14679,0.05271717465988376,0.9830465587044535,2526,46,21,1344,1344,21,46,2526,2026-08-27 10:08:21,233.28,550.62
90,0.062106864120290144,0.9803779069767442,14616,300,159,8314,8314,159,300,14616,0.06990058995455292,0.9752024291497976,2512,63,35,1327,1327,35,63,2512,2026-08-27 10:09:04,232.11,550.62
91,0.052286780178895674,0.9835841313269493,14651,260,124,8354,8354,124,260,14651,0.05502967944892825,0.9827935222672065,2515,36,32,1354,1354,32,36,2515,2026-08-27 10:10:07,233.7,550.62
92,0.038263545871950994,0.9876453488372093,14672,186,103,8428,8428,103,186,14672,0.05591168065285064,0.9822874493927125,2511,34,36,1356,1356,36,34,2511,2026-08-27 10:12:12,231.57,550.62
